,text,labels
968,화려한 색채 때문에 눈이 아프지만 그 나름대로 화려 연예계 여자 욕망에 대해 표현해냈던거 같다 보는 내내 진짜 리리코 심정가진 연옌들도 있을거같고 나를 한번도 보지 못하고 알지 못하는 사람들이 날 어떻게 사랑하냐 그런 대사 나왔을때 소름돋더라 연예인들은 많은사랑받으면서도 참 허전할듯,1
969,본지 지나도 아직도 생생함 고양이 귀신의 복수가 진짜 무서웠지,1
970,영상이 대학교 졸업작품 같아서 그렇지 꽤나 많은걸 담아놓은 영화임에는 분명하다,1
971,최강 전차부대,0
972,ㅇㅇ,0
973,진짜 어이없는 소재라고 생각하며 보는데 개 웃겨 남자로서는 솔직히 조금은 부러울수도 있는,1
974,tv 전기세가 아까웠다,0
975,초등학교때 선생님이 보여주신 영화 시간이 흘러서 기억나는건 에이즈에 걸렸던 남자아이와 운동화였고 그때 봤던 영화가 뭐였을까 궁금했었는데 그 영화가 바로 굿바이마이프렌드였다 12년전이나 12년후나 명작은 시간이 흘러도 명작이다,1
976,넘 재밌었어요 ㅎㅎㅎ,1
977,설리 94년생인데 93년도 영화에 어떻게 나오져,1
978,샷의 연결이 아닌 충돌만큼이나 거룩한 제목 또한 인상적이구려,1
979,ㅋㅋㅋ 재미없음,0
980,오오 난 여태까지 맷데이먼의 최고의 영화는 본 얼티메이텀 라이언일병구하기 뿐인줄알았음ㅠ 굿윌헌팅도쩐당,1
981,이야기 자체가 흥미를 끌지 못하는군,0
982,날 로그인하게 만들다니 청춘이여 영원하라,1
983,현정 언니 짱이죠 완전 잼잇어요 ㅎ,1
984,영상미 예쁘고 좋지만 러닝타임이 2시간이 넘는데 초반 30분에 줄거리 다 나갔고 엄청 지루한 화보집 보는 기분 일본영화 특유의 그 이해못할 희한함이 있음,0
985,스토리 연결 전혀 안되고 편집해서 끼워맞춘 드라마 말아먹은 작품,0
986,여자 주인공이 예뻐서 끝까지 봤다,0
987,지구를 지켜라 혹 이 작품을 보고 만든 건 아닌지,1
988,저렇게 힘들게 영화를 만드는데 왜 한국영화는 다 쓰레기냐,0
989,케릭터가 살아있었으며 미장센이 훌륭했다 이야기는 몰입도 있었고 불필요한 샷은 존재하지 않았다 노인을 위한나라는 없다 먼저 봤지만 코엔감독 매력적인영화를 만드는 멋있는 사람,1
990,마지막이 좀 황당했지만 좋은 영화,1
991,우연히 tv를 돌려보다가 사로잡혔다 최근 10년간 본 코미디 영화 중 최고,1
992,연기 굿 화이팅해요 누나,1
993,마이클베이 최근작을 볼때마다 느낀다 블록버스터  액션 장르라도 탄탄한 시나리오는 영화의 필수라는것을 그리고 당신이 기대하던 메간폭스는 늙었다,0
994,0점은 없나 1점은 너무 후하네,0
995,미달이는 연예계를 바라보는 태도를 고쳐야 한다,0
996,파괴된 관객들,0
997,알콜중독자들 덕에 평점이 낮은가,1
998,중견배우들이 만들어놓은 긴장감이 나름 긴장감있게 싸워보려했던 도술사들에 의해 헛웃음 나온다,0
999,남자 주인공 늑대 인간으로 변하고 끝나네유 평점 보고 안 볼까 하다가 봤는디 재밌네유 CG보다 이런 실물 특수 효과가 더 보는 재미가 있어유 웃기기까지 하네유 근디 제목 번역은 어느 바보가 한거여 그냥 늑대 인간이 아니잖여,1
